-0.39462727, 0.39887255;-0.3935, 0.3985
0.20713061, 0.3013704;0.2079, 0.3022
0.19979033, 0.29210868;0.2, 0.2935
-0.24969012, 0.24723351;-0.2507, 0.2461
-0.39884576, 0.4003329;-0.3978, 0.4004
0.40220934, 0.102552764;0.4022, 0.1022
0.19500384, 0.29966965;0.1958, 0.3005
0.20582202, -0.19764943;0.2059, -0.1979
-0.39646083, 0.40222353;-0.3961, 0.4017
0.09947515, -0.30543017;0.1, -0.3053
-0.30056697, -0.2963705;-0.3001, -0.2972
-0.39566782, 0.39961794;-0.3949, 0.3995
-0.4000354, 0.20366155;-0.4003, 0.2024
0.20641495, 0.29933965;0.2068, 0.3006
-0.3982265, 0.20700374;-0.3986, 0.2053
-0.0027314462, -0.0015404565;-0.0035, 6.0E-4
0.20169012, -0.19905879;0.2025, -0.1995
-0.39827487, 0.40263173;-0.3971, 0.402
-0.39952162, 0.2000328;-0.4002, 0.1988
-0.25457093, 0.24679875;-0.255, 0.2451
0.20172338, 0.2988787;0.2017, 0.2997
-0.102075756, -0.09814924;-0.1039, -0.1
-0.29665452, -0.2973527;-0.296, -0.2985
-0.298151, -0.29898244;-0.2973, -0.2995
-0.40244848, 0.39023244;-0.4005, 0.391
-0.0042052553, -0.0027352637;-0.005, -7.0E-4
-0.248653, 0.24719526;-0.25, 0.2458
-0.39929134, 0.20382896;-0.3998, 0.2026
-0.0035886408, -2.545861E-4;-0.0043, 0.002
0.10449943, -0.3008447;0.105, -0.3012
0.09789238, -0.30251446;0.0978, -0.3021
0.40001795, 0.09839957;0.3995, 0.0975
-0.10427454, -0.098191045;-0.1062, -0.1
0.09818006, -0.29896984;0.0982, -0.2988
0.098122105, -0.29992828;0.0981, -0.2996
-0.0994074, -0.10359946;-0.1014, -0.1055
8.4454106E-4, -0.0015107058;0.0, 2.0E-4
-0.40009138, 0.19786236;-0.4007, 0.1963
-0.3020592, -0.2981943;-0.3017, -0.2991
-0.39356813, 0.3984185;-0.3927, 0.3981
-0.10054806, -0.09727107;-0.1024, -0.0986
0.40399358, 0.10205112;0.4042, 0.1016
0.19456854, -0.19537191;0.1963, -0.1957
-0.4046338, 0.3949854;-0.4019, 0.3951
-0.4021824, 0.20267515;-0.4023, 0.2015
-0.40133885, 0.19789195;-0.4019, 0.1964
0.20444573, -0.20465213;0.2047, -0.2046
-0.30312377, -0.29950765;-0.3029, -0.3002
-0.4054571, 0.40266293;-0.403, 0.4022
0.0015186976, -1.9973991E-4;4.0E-4, 0.0017
-0.3938862, 0.20678324;-0.3952, 0.2049
0.39943784, 0.0976814;0.3991, 0.0969
-0.39597315, 0.20172386;-0.3968, 0.2011
-0.40713352, 0.3954955;-0.4042, 0.396
-0.4068123, 0.40417588;-0.4044, 0.4038
0.19508095, 0.3007748;0.1958, 0.302
0.0035714607, -0.0055822534;0.0021, -0.0033
0.19943146, 0.3033601;0.1997, 0.3043
0.102182135, -0.30393207;0.1025, -0.3041
-0.103622906, -0.10190588;-0.1058, -0.1038
-0.099117175, -0.09962677;-0.1012, -0.1009
0.10138852, -0.30191833;0.1018, -0.3022
0.19368166, -0.20205076;0.1956, -0.203
-0.09725762, -0.10003367;-0.099, -0.1018
-0.2985746, -0.29151207;-0.298, -0.2925
-0.09562479, -0.09705479;-0.0977, -0.0989
-0.40162098, 0.3948068;-0.3997, 0.3949
9.1014785E-4, 7.08499E-4;-3.0E-4, 0.0027
-0.2486584, 0.25261796;-0.2497, 0.2513
0.0027232924, -0.0017482633;0.0014, 0.0
0.199104, -0.20106237;0.2, -0.2013
-0.0016890935, -9.930889E-4;-0.0026, 8.0E-4
0.20014197, -0.20116033;0.2008, -0.2013
0.198468, -0.19856879;0.1998, -0.1993
0.39523625, 0.101332314;0.395, 0.101
-0.39745042, 0.200916;-0.3984, 0.2
0.0045007495, 0.0014009386;0.0034, 0.0037
-0.40360492, 0.39418617;-0.4012, 0.3944
0.19777504, -0.20019402;0.199, -0.2008
-0.39625952, 0.20150502;-0.3971, 0.2009
-0.25215793, 0.24771222;-0.2525, 0.2461
-0.10811517, -0.10072624;-0.1099, -0.1026
0.3995943, 0.10370062;0.3995, 0.1035
-0.39986834, 0.2026143;-0.4003, 0.2016
-0.24981569, 0.25200874;-0.2507, 0.2502
0.10280994, -0.29721048;0.1033, -0.2965
0.20477153, 0.30155885;0.205, 0.3025
0.19282104, 0.2996271;0.1935, 0.3009
-0.25567392, 0.25090364;-0.2565, 0.2495
0.39555004, 0.10288792;0.3951, 0.1026
0.40661213, 0.101345435;0.4064, 0.1008
-0.10276107, -0.10055832;-0.1048, -0.1022
0.100142464, -0.3029368;0.1006, -0.3031
0.19930714, 0.30282322;0.1995, 0.3037
0.10024499, -0.29304466;0.1005, -0.2924
-0.2479183, 0.25241938;-0.2494, 0.2512
-0.30226088, -0.29883897;-0.3019, -0.2995
0.09918572, -0.29812646;0.0992, -0.2978
-0.09717073, -0.0929344;-0.0993, -0.0947
-0.39715293, 0.19783808;-0.3986, 0.1965
-0.40193126, 0.20045303;-0.4023, 0.199
-0.10046521, -0.102034986;-0.1024, -0.104
-0.39471927, 0.3983886;-0.3935, 0.3982
0.20437795, 0.3055605;0.2046, 0.3065
0.39728785, 0.09486699;0.3971, 0.0942
-0.4027485, 0.40094164;-0.4006, 0.4006
-0.39717236, 0.20007195;-0.3984, 0.1991
0.4067092, 0.102168046;0.4064, 0.1015
0.09613217, -0.29974607;0.0959, -0.2997
0.19878125, 0.30081967;0.199, 0.3014
0.40317413, 0.10548607;0.4029, 0.1054
0.40267485, 0.10105986;0.4028, 0.1004
-0.2959469, -0.29684404;-0.2953, -0.2982
-0.394059, 0.20451829;-0.3949, 0.2031
-0.30154622, -0.29773965;-0.3012, -0.2989
-0.39862373, 0.4031297;-0.3975, 0.4022
0.39735657, 0.10004451;0.3973, 0.0994
-0.25218925, 0.25106114;-0.2527, 0.2493
-0.4000275, 0.20082682;-0.4006, 0.1996
-0.10200936, -0.10364359;-0.1041, -0.1057
0.19995572, 0.30007085;0.1999, 0.3007
0.19874308, 0.2975338;0.1989, 0.2984
0.20080288, -0.19887486;0.2015, -0.1994
0.20152338, -0.20596829;0.2015, -0.2057
0.39901048, 0.10374526;0.3987, 0.1034
-0.29760358, -0.29484418;-0.2969, -0.2955
0.20453842, 0.30021498;0.2043, 0.3013
-0.24728161, 0.246417;-0.2486, 0.2446
-0.25408605, 0.25055498;-0.2548, 0.249
0.10386699, -0.29989937;0.104, -0.2996
-0.099498644, -0.10176015;-0.1016, -0.1036
-0.39312512, 0.19991331;-0.3938, 0.1991
-0.29199898, -0.2987951;-0.2922, -0.2996
-0.30050993, -0.30059913;-0.3001, -0.3011
-0.24730428, 0.24750988;-0.2486, 0.246
0.20315386, -0.20129523;0.2037, -0.2012
-0.29912135, -0.29829943;-0.2986, -0.2993
0.40265322, 0.09812842;0.4026, 0.0971
-0.2527158, 0.24728431;-0.2532, 0.2457
-0.25236112, 0.24869534;-0.2529, 0.2469
-0.40311453, 0.39364186;-0.4011, 0.394
-0.4009614, 0.20312725;-0.4012, 0.2019
-0.40162185, 0.19322087;-0.4017, 0.1925
0.20078352, -0.19954832;0.2016, -0.1998
-0.003282223, -0.0011909258;-0.0041, 8.0E-4
0.101268046, -0.2996751;0.1016, -0.2996
-0.09766959, -0.104687884;-0.0997, -0.1066
-0.25253412, 0.25178713;-0.2531, 0.2503
0.19813882, -0.20090576;0.1991, -0.2012
-0.25111142, 0.24673316;-0.2519, 0.2453
0.39243895, 0.0976776;0.3915, 0.0963
-0.10406389, -0.09845074;-0.1061, -0.1002
-0.24806623, 0.2514549;-0.2495, 0.2497
-0.24905306, 0.24138801;-0.2499, 0.2395
0.20366254, -0.19738117;0.2043, -0.1978
-0.25161624, 0.25060463;-0.2522, 0.2488
-0.0015768255, -0.0020859546;-0.0022, -3.0E-4
0.19962007, -0.20461234;0.1999, -0.2047
-0.097911246, -0.09746412;-0.1, -0.0991
0.20038746, 0.30106714;0.2002, 0.302
-0.25030214, 0.252927;-0.2511, 0.2516
-0.101068825, -0.09719958;-0.1029, -0.0985
-0.25407022, 0.25639212;-0.2557, 0.2561
0.2012601, -0.19530512;0.2022, -0.1961
-0.24910843, 0.24697204;-0.2503, 0.2456
0.09374182, -0.29810137;0.0934, -0.2978
-0.4044543, 0.20028535;-0.4047, 0.1992
0.102159694, -0.2969287;0.1025, -0.2962
-0.29938483, -0.30063298;-0.2987, -0.301
-0.40176535, 0.39847904;-0.3998, 0.3988
-0.39617354, 0.1987137;-0.3974, 0.1976
6.549459E-4, 4.8252376E-5;-6.0E-4, 0.0022
0.39999986, 0.104168475;0.4001, 0.1038
-0.40294066, 0.195184;-0.4028, 0.1941
0.39860705, 0.09229271;0.3986, 0.0911
-0.3979501, 0.19976075;-0.399, 0.1985
-0.10044817, -0.10669357;-0.1026, -0.1088
-0.2518987, 0.24962448;-0.2523, 0.2482
0.10318636, -0.29694998;0.1035, -0.2962
-0.2995046, -0.30045855;-0.299, -0.3008
0.19844499, -0.1972684;0.1998, -0.198
0.09505682, -0.30013382;0.0948, -0.3004
0.20049821, 0.30174756;0.2004, 0.3029
-0.39695004, 0.19700786;-0.3985, 0.1955
-0.001607329, 0.0015738909;-0.0026, 0.0037
-0.10277723, -0.10106922;-0.1048, -0.1025
0.201919, 0.29732755;0.202, 0.2986
-0.4064235, 0.40264666;-0.4041, 0.4022
-0.30552286, -0.3031717;-0.3063, -0.3038
-0.101077504, -0.10214617;-0.103, -0.1041
-0.40019095, 0.1991441;-0.4009, 0.1978
-0.0937356, -0.10090651;-0.096, -0.1025
-0.29868546, -0.30410397;-0.298, -0.304
0.10175315, -0.30070934;0.1024, -0.3008
-0.39976966, 0.39097247;-0.3987, 0.3913
-0.40103117, 0.39718345;-0.3992, 0.3976
0.20371649, 0.3040406;0.2038, 0.3048
0.39871898, 0.10330352;0.3983, 0.1028
0.20450856, 0.29753086;0.2044, 0.2987
0.19969192, 0.30182728;0.1997, 0.3027
0.19839746, -0.19720569;0.1998, -0.198
-0.4036927, 0.19802861;-0.4036, 0.1968
0.40061006, 0.09729327;0.4004, 0.0964
-0.30062237, -0.30026415;-0.3002, -0.301
0.098196, -0.3005696;0.0981, -0.3007
0.19348022, 0.2990278;0.1943, 0.3
-0.40156662, 0.3987773;-0.3996, 0.399
-0.3029726, -0.29879794;-0.3029, -0.2994
-0.40244368, 0.39869484;-0.4004, 0.3992
-0.39924815, 0.40543675;-0.398, 0.4037
-0.0032603403, -3.8479635E-4;-0.0039, 0.0018
-0.40298152, 0.39801654;-0.4007, 0.3985
0.2043922, 0.3041766;0.2047, 0.305
0.39837673, 0.09711645;0.3983, 0.0964
0.19990727, 0.30252337;0.1999, 0.3034
-0.09536843, -0.09527838;-0.0973, -0.0972
-0.39950618, 0.20022073;-0.4003, 0.1992
-0.10084964, -0.10767862;-0.103, -0.11
0.2024749, 0.3015199;0.2027, 0.3026
-0.39610866, 0.39947143;-0.3953, 0.3995
-0.002117717, 0.001646392;-0.0028, 0.0039
-0.40447727, 0.19456777;-0.4039, 0.1937
0.40233624, 0.101464786;0.4023, 0.1008
-0.09935097, -0.10177068;-0.1015, -0.1035
-0.4034133, 0.4006457;-0.4012, 0.4005
0.099965796, -0.30214605;0.1002, -0.3021
0.19693366, 0.29914305;0.1973, 0.3
-0.2991331, -0.30133757;-0.2984, -0.3015
-0.3002072, -0.30190536;-0.2998, -0.3019
-0.40089184, 0.1991511;-0.4013, 0.1978
0.20380053, 0.29942647;0.2036, 0.3001
-0.09921828, -0.10051269;-0.1013, -0.102
-0.09362576, -0.10199956;-0.0961, -0.1036
-0.0031219623, -1.3499236E-4;-0.0036, 0.0019
-0.10109457, -0.10295082;-0.1031, -0.105
-0.0013160271, 0.0058279657;-0.0025, 0.0088
-0.10378023, -0.10056834;-0.1059, -0.1022
0.19788796, 0.30113506;0.1981, 0.3018
0.19949591, 0.30030933;0.1995, 0.3011
0.20392917, 0.29601076;0.2038, 0.2973
-0.30471045, -0.30466545;-0.3056, -0.3051
0.39852124, 0.09931705;0.3982, 0.0985
-0.09590076, -0.10046007;-0.0979, -0.1018
9.595703E-4, 2.5116128E-4;-2.0E-4, 0.0023
0.096824266, -0.29841098;0.0965, -0.298
0.19888371, -0.19674708;0.1999, -0.1977
0.20674978, -0.19980863;0.2066, -0.1997
-0.24960355, 0.2555754;-0.2511, 0.2547
0.20074245, 0.30626616;0.2006, 0.3069
-0.2974592, -0.30137232;-0.2966, -0.3015
-0.103594035, -0.100463904;-0.1058, -0.1019
-0.09591844, -0.10450202;-0.0979, -0.1064
-0.40481278, 0.20462969;-0.4052, 0.2036
-0.10265972, -0.1032294;-0.1046, -0.1053
0.39844447, 0.09182168;0.3984, 0.0906
-0.3970735, 0.20069882;-0.3981, 0.1999
-0.002676928, -0.0014760348;-0.0035, 6.0E-4
-0.0011240729, -0.0015931304;-0.0022, 1.0E-4
0.100755624, -0.29353857;0.1011, -0.2926
0.10292252, -0.2936376;0.1036, -0.2929
-0.0051525366, 9.3874504E-4;-0.0064, 0.0035
-0.29460996, -0.3001968;-0.2941, -0.3007
0.3991916, 0.098246776;0.3989, 0.0974
-0.24653988, 0.2500912;-0.2484, 0.2482
0.19866271, -0.19469333;0.1998, -0.1954
0.40270063, 0.100812696;0.4029, 0.1001
0.39659938, 0.09931896;0.3967, 0.0988
0.39622715, 0.102137886;0.3959, 0.1017
-0.29730678, -0.29655218;-0.2965, -0.2976
-0.25195307, 0.2537002;-0.2528, 0.253
-0.25316834, 0.25428757;-0.2542, 0.2537
-6.8794546E-4, 0.0011117331;-0.0017, 0.0034
-0.39713138, 0.19989328;-0.3984, 0.199
-0.39760077, 0.40900028;-0.397, 0.4062
-0.093954474, -0.10112204;-0.096, -0.1027
-0.108329855, -0.104261674;-0.1104, -0.1065
0.20036915, 0.2995752;0.2002, 0.3002
-0.24927098, 0.24451706;-0.2502, 0.243
-0.24902818, 0.24615286;-0.2501, 0.2443
0.20221995, -0.20021917;0.2026, -0.2001
-0.30190408, -0.30128512;-0.3015, -0.3018
0.0015267186, 0.0059231254;1.0E-4, 0.009
0.40237716, 0.10249266;0.4022, 0.1023
0.09972503, -0.30491075;0.1003, -0.305
-0.39759985, 0.20566618;-0.3982, 0.2041
-0.39867684, 0.20418863;-0.3992, 0.2032
5.4329884E-4, 0.00197069;-8.0E-4, 0.0039
0.3983578, 0.106874734;0.3979, 0.1067
0.19923314, 0.3012754;0.1994, 0.3019
0.39906982, 0.09506937;0.3992, 0.0946
-0.29764658, -0.29927605;-0.2966, -0.3
-0.09968141, -0.09707872;-0.1015, -0.0983
-0.2485905, 0.24987498;-0.2496, 0.2482
-0.40388158, 0.39790446;-0.4013, 0.3986
0.09649304, -0.30056664;0.096, -0.3006
-0.1020291, -0.09579184;-0.1038, -0.097
-0.3026068, -0.29689464;-0.3027, -0.2976
-0.0035910986, -0.003664285;-0.0045, -0.0015
0.19889924, 0.29919276;0.199, 0.3002
-0.39774385, 0.40250218;-0.3968, 0.4018
0.20685168, 0.30173513;0.2071, 0.3027
0.4035955, 0.10300593;0.4036, 0.1027
-0.29841948, -0.29709342;-0.2974, -0.2982
-0.39397824, 0.4020186;-0.3935, 0.4011
-0.3000819, -0.2975385;-0.2993, -0.2986
-0.4045819, 0.40539196;-0.4026, 0.4041
0.10042565, -0.29534578;0.1007, -0.2946
0.09843185, -0.30408204;0.099, -0.3041
-0.0037928345, 0.0021525428;-0.0051, 0.0047
-0.10024275, -0.10617944;-0.1025, -0.1084
-0.24930796, 0.24448743;-0.2502, 0.243
-0.24925417, 0.25460437;-0.2503, 0.2534
-0.108203836, -0.099235706;-0.1101, -0.101
0.20293042, 0.30324402;0.2029, 0.304
0.10451807, -0.29752168;0.1051, -0.2968
-0.3948758, 0.39540842;-0.3937, 0.3957
0.20079151, -0.20509261;0.201, -0.2051
0.39901406, 0.09691846;0.3991, 0.0962
-0.4002364, 0.19960281;-0.401, 0.1983
-0.3977296, 0.19273129;-0.3988, 0.1919
-0.099914104, -0.096956156;-0.1017, -0.0983
-0.30160245, -0.29341167;-0.3016, -0.2942
0.20330398, 0.3002588;0.2036, 0.3011
0.39943016, 0.097937666;0.3991, 0.0972
0.20130882, -0.19686379;0.2024, -0.1976
-0.002514775, 0.0010766481;-0.0033, 0.0032
-0.24642275, 0.24686337;-0.2477, 0.2455
-0.40171292, 0.40228152;-0.3998, 0.4016
-0.39485183, 0.3902753;-0.3942, 0.3904
0.20685023, 0.3005118;0.2071, 0.3016
-0.40035495, 0.39623526;-0.3987, 0.3966
-0.39959505, 0.3942254;-0.3983, 0.3945
-0.29679877, -0.3001856;-0.2959, -0.3006
-0.3969497, 0.40450227;-0.3964, 0.4031
0.19714612, 0.30481994;0.1972, 0.3055
-0.3993328, 0.1945124;-0.4002, 0.1934
0.19691038, -0.20756152;0.1974, -0.2074
-0.30483985, -0.30232888;-0.3055, -0.3031
0.19486436, -0.19842266;0.1963, -0.1991
-0.40070194, 0.3985684;-0.3991, 0.3986
0.09816455, -0.3002627;0.0981, -0.3002
-0.40501866, 0.40107092;-0.4025, 0.4009
0.1997389, 0.299747;0.1997, 0.3003
0.4027204, 0.10244021;0.4028, 0.1021
-0.40036535, 0.19664167;-0.401, 0.1953
-0.39767215, 0.19891326;-0.399, 0.1978
-0.4019384, 0.20346873;-0.4023, 0.2023
0.20064005, -0.20277856;0.2011, -0.2026
-0.29332334, -0.297155;-0.293, -0.2984
0.19724327, -0.19956844;0.1987, -0.2002
-0.4052925, 0.3972658;-0.4026, 0.3978
0.19572271, 0.29747367;0.1963, 0.2987
0.19831626, -0.20560108;0.1985, -0.2054
0.39452296, 0.1016585;0.3942, 0.1014
0.20706011, 0.29578108;0.2067, 0.2971
-0.24768315, 0.24965525;-0.2491, 0.248
0.20277148, -0.2031795;0.2033, -0.2028
0.394927, 0.098701775;0.3944, 0.098
0.20178732, 0.30419907;0.2016, 0.3049
-0.24616456, 0.25768897;-0.2483, 0.2567
-0.40207562, 0.39978102;-0.4001, 0.3998
0.20180568, 0.29487965;0.202, 0.296
-0.39953437, 0.4015095;-0.3983, 0.4011
-0.30192953, -0.30553767;-0.3022, -0.3059
-0.0013369713, -0.002149802;-0.0021, -5.0E-4
0.09557931, -0.3007553;0.0954, -0.3008
-0.3029599, -0.29658094;-0.303, -0.2973
0.20329776, 0.2967167;0.2034, 0.2979
-0.24570069, 0.24795994;-0.2472, 0.2462
0.19342802, -0.19777112;0.195, -0.1985
0.19434579, 0.29839456;0.1953, 0.2991
-0.10052984, -0.09704394;-0.1024, -0.0984
-0.39621076, 0.39786738;-0.3954, 0.3982
0.20228678, -0.20116767;0.2028, -0.2009
-0.2995044, -0.30456275;-0.299, -0.3045
0.09947022, -0.2995942;0.0995, -0.2992
-0.4020241, 0.20034225;-0.4023, 0.1989
-0.095928274, -0.09786195;-0.0979, -0.0998
-0.24913184, 0.25146148;-0.2504, 0.2498
-0.40067255, 0.20350844;-0.4011, 0.2022
-0.30677265, -0.30312052;-0.3072, -0.3039
0.19770734, -0.20238873;0.1983, -0.2027
0.19954398, -0.19762412;0.2004, -0.1985
-0.25013375, 0.24274856;-0.251, 0.2411
-0.1072001, -0.09916939;-0.1093, -0.1008
-0.003401971, -0.0036965073;-0.0043, -0.0016
-0.30372384, -0.3020229;-0.304, -0.3026
-0.09708873, -0.10351867;-0.0992, -0.1054
-0.002232253, 0.0026037437;-0.0033, 0.0049
0.19521688, -0.19981351;0.1967, -0.2007
-0.0035029105, 0.0078142835;-0.0045, 0.0108
-0.10237778, -0.103299394;-0.1044, -0.1055
0.20146786, -0.20106386;0.2018, -0.2011
-0.29875314, -0.30015236;-0.298, -0.3006
0.20070307, 0.29633018;0.2007, 0.2978
0.0029463924, -0.008525546;0.0015, -0.0061
-0.09505132, -0.09910535;-0.0974, -0.1007
0.19817488, 0.30072933;0.1985, 0.3015
0.0035988318, 8.719849E-4;0.0027, 0.0031
0.40239418, 0.10960275;0.4022, 0.1096
0.40001515, 0.09227926;0.4004, 0.0912
-0.2481015, 0.25018218;-0.2495, 0.2483
0.10051399, -0.30184802;0.1006, -0.3021
-0.3074471, -0.2985263;-0.3078, -0.2994
0.20123303, -0.19767982;0.2022, -0.1983
-0.29645538, -0.29820266;-0.2957, -0.2992
-0.002908316, -0.0014256181;-0.0037, 5.0E-4
-0.24950327, 0.25114998;-0.2506, 0.2496
0.20259252, 0.30176103;0.2028, 0.3026
-0.3998363, 0.20691988;-0.4, 0.2053
0.39439732, 0.09460764;0.3935, 0.0933
-0.0010043836, -8.1464084E-4;-0.0022, 0.0013
0.20954691, 0.30129895;0.21, 0.3024
0.20299563, 0.30176738;0.2032, 0.3026
-0.0988252, -0.10043781;-0.1006, -0.1018
0.19906874, 0.29894894;0.1994, 0.3
-0.24815056, 0.24862358;-0.2493, 0.2473
-0.29990396, -0.29919273;-0.2994, -0.2998
-0.24868636, 0.25176185;-0.2499, 0.2502
0.19649553, -0.20006226;0.1982, -0.2008
0.19952178, 0.29840353;0.1996, 0.2994
-0.24434654, 0.24967873;-0.2459, 0.248
0.102471724, -0.2947851;0.1028, -0.2938
0.40270764, 0.10163145;0.4028, 0.1013
-0.09966722, -0.09540482;-0.1019, -0.0969
0.0018562961, -0.0014456339;6.0E-4, 3.0E-4
0.19759901, 0.30612803;0.1977, 0.3069
-0.25503555, 0.25121558;-0.2559, 0.2499
-0.40521842, 0.3970574;-0.4025, 0.3975
-0.40028885, 0.40218416;-0.3992, 0.4017
-0.40211558, 0.39761835;-0.4, 0.398
0.19936144, -0.19695482;0.2001, -0.1978
-0.39966142, 0.20193437;-0.4002, 0.2007
0.40041164, 0.1028398;0.4003, 0.1026
0.19952013, -0.20102225;0.2003, -0.2013
-0.2450486, 0.2521178;-0.2464, 0.2503
-0.299283, -0.29931968;-0.2985, -0.2998
-0.30200034, -0.29448652;-0.302, -0.2952
-0.25069392, 0.25392407;-0.2517, 0.253
-0.40065247, 0.200372;-0.4009, 0.1992
2.754915E-4, -0.005022957;-5.0E-4, -0.003
-0.10237607, -0.09695929;-0.1045, -0.0985
0.19961031, 0.30088162;0.1995, 0.3018
-0.29709092, -0.2953978;-0.2965, -0.2967
-0.399979, 0.20174673;-0.4004, 0.2006
-0.39856753, 0.20115058;-0.3992, 0.2
-0.29435405, -0.30053556;-0.294, -0.3008
0.3928299, 0.09299667;0.3922, 0.0919
-0.29811618, -0.3004475;-0.2972, -0.3009
-0.24779291, 0.24620746;-0.249, 0.2445
-0.099945046, -0.0999397;-0.1018, -0.1013
0.3956656, 0.0923578;0.3948, 0.0912
-0.09896793, -0.09894533;-0.1011, -0.1004
2.626945E-5, 0.0024653461;-0.0013, 0.0045
0.096168384, -0.30160132;0.0961, -0.3014
-0.098316535, -0.1026173;-0.1002, -0.1048
0.09939372, -0.29909122;0.0994, -0.2987
0.0035587037, -0.0031320194;0.0025, -0.0014
-0.24577762, 0.24950124;-0.2475, 0.2476
0.39548793, 0.10609393;0.3947, 0.1059
-0.4011634, 0.19705653;-0.4015, 0.1956
-0.30712283, -0.30483565;-0.3083, -0.3054
-0.30086926, -0.30226636;-0.3007, -0.3024
0.09903232, -0.29630524;0.0992, -0.2958
-0.4041201, 0.40636563;-0.4024, 0.405
0.19766052, 0.30182442;0.1978, 0.3025
-0.3023138, -0.30063483;-0.3021, -0.3013
-0.100798726, -0.098771945;-0.1026, -0.1004
0.39984414, 0.10144081;0.3993, 0.1008
0.39551547, 0.10293112;0.3951, 0.1026
-0.39879277, 0.20195995;-0.3993, 0.2011
-0.3009796, -0.3026501;-0.3007, -0.3027
0.10032255, -0.29813117;0.1005, -0.2979
-0.401055, 0.399733;-0.3996, 0.3997
0.20227662, -0.19932401;0.203, -0.1996
-0.4028508, 0.3972813;-0.4003, 0.3977
0.40224558, 0.09923416;0.4024, 0.0985
0.19511302, 0.30115253;0.1957, 0.3022
-0.30182543, -0.29937145;-0.3014, -0.2998
-0.25180465, 0.2518755;-0.2523, 0.2503
0.20362376, 0.2980402;0.2037, 0.2992
-0.3979801, 0.40388724;-0.397, 0.4028
0.19407704, -0.20177306;0.1957, -0.2028
0.40430441, 0.10604199;0.4039, 0.1056
-0.10083835, -0.10437537;-0.103, -0.1066
0.0025995967, -0.006372477;0.0014, -0.0039
-0.39932993, 0.20245494;-0.3997, 0.2015
0.20371334, -0.19605008;0.2045, -0.1965
-0.30009955, -0.3001256;-0.2998, -0.3008
-0.0041927956, -0.009540598;-0.0053, -0.0073
-0.40311682, 0.40364683;-0.4012, 0.4027
0.20004557, 0.30173478;0.1999, 0.3026
-0.0037065097, 0.0013180333;-0.0048, 0.0037
0.1978749, -0.19820257;0.1995, -0.1992
-0.003619128, -7.338866E-4;-0.0045, 0.0011
0.10121414, -0.29875618;0.1012, -0.2984
-0.2503072, 0.2483604;-0.251, 0.2467
0.002280725, 7.710828E-4;0.0012, 0.0031
-0.09896869, -0.10240506;-0.1009, -0.1046
-0.39607897, 0.4053516;-0.3955, 0.4036
-0.4017575, 0.40113643;-0.3999, 0.4009
-0.1040178, -0.09917307;-0.106, -0.1011
-0.39846006, 0.40426806;-0.3976, 0.4032
-0.106105685, -0.10361066;-0.1081, -0.1057
-0.40237248, 0.20074762;-0.4027, 0.1995
0.09572055, -0.29087493;0.0958, -0.2902
0.40953448, 0.10354942;0.4086, 0.1029
0.20089285, -0.19679394;0.202, -0.1975
-0.3027088, -0.2914685;-0.3025, -0.2921
0.20391917, 0.29250386;0.204, 0.2936
-0.25044116, 0.24957156;-0.2512, 0.2479
0.10038821, -0.29335535;0.1006, -0.2925
-6.959071E-4, -0.0044517713;-0.0015, -0.0021
0.20352404, 0.3022834;0.2036, 0.3032
0.0018942008, -9.031193E-4;7.0E-4, 0.001
-0.25719386, 0.24888334;-0.2579, 0.2477
-0.3956053, 0.4047423;-0.395, 0.4033
0.4086486, 0.1002567;0.4076, 0.1003
-0.25559038, 0.24783464;-0.2562, 0.2466
-0.39952126, 0.394787;-0.3982, 0.3954
-0.39321008, 0.20001687;-0.3939, 0.1992
-0.24794053, 0.2494745;-0.2493, 0.2479
-0.39461952, 0.2005725;-0.3956, 0.1998
-0.40073618, 0.20002218;-0.4013, 0.1987
-0.098510884, -0.10221759;-0.1003, -0.1043
-0.09982605, -0.10115917;-0.1021, -0.1029
-0.39526954, 0.20515583;-0.3963, 0.204
-0.3051726, -0.297517;-0.3056, -0.2983
-0.40191916, 0.20034182;-0.4023, 0.199
-0.39965817, 0.40274855;-0.3985, 0.4022
-0.30292487, -0.30044183;-0.3027, -0.3013
7.884965E-4, -0.0035092416;0.0, -0.0015
0.10491751, -0.29647622;0.1055, -0.2953
-0.09367932, -0.09983533;-0.096, -0.1015
0.40570378, 0.09997304;0.4053, 0.0992
0.20023152, -0.19887842;0.201, -0.1994
0.40121874, 0.09724779;0.4009, 0.0963
0.19573201, 0.2979131;0.1963, 0.2989
-0.3018923, -0.30292767;-0.302, -0.3032
-0.25175908, 0.24604584;-0.2522, 0.2444
-0.40083438, 0.19725502;-0.4013, 0.1958
-0.10327052, -0.1027655;-0.1055, -0.1045
0.4010866, 0.09807236;0.4011, 0.0969
0.099179424, -0.298794;0.0992, -0.2984
-0.3939987, 0.19935273;-0.3948, 0.1984
-0.39963034, 0.19608547;-0.4005, 0.1945
0.1065939, -0.2956367;0.1075, -0.295
-0.3016978, -0.3005168;-0.3011, -0.3012
0.09318053, -0.29949123;0.0927, -0.2994
-0.39235458, 0.20200142;-0.3934, 0.201
0.19580717, -0.20178993;0.197, -0.2028
0.19906826, 0.3000676;0.1993, 0.3007
0.1979653, -0.20435199;0.1981, -0.2046
-0.0032480808, 0.0025416093;-0.0044, 0.0051
0.39946905, 0.10549629;0.3993, 0.1055
