0.19821587, 0.29940185;0.1985, 0.3003
0.001473132, -0.00468664;7.0E-4, -0.0027
-0.2946966, -0.3033445;-0.2944, -0.3029
-7.066262E-4, -0.0021287946;-0.0018, -5.0E-4
-0.40038046, 0.4021089;-0.3992, 0.4017
-0.10553892, -0.106026545;-0.1074, -0.108
0.10265393, -0.29839003;0.1032, -0.2979
0.199992, -0.19833235;0.2007, -0.1992
0.09535647, -0.30536094;0.095, -0.3048
0.20096248, -0.19177517;0.202, -0.1922
-0.09820532, -0.101818696;-0.0999, -0.1038
-0.40186468, 0.3964899;-0.3998, 0.397
0.20085818, -0.19752952;0.2019, -0.1983
-0.101977214, -0.103008494;-0.1041, -0.105
-0.40443268, 0.20236017;-0.405, 0.2012
-0.105115525, -0.10370293;-0.1071, -0.1057
0.40699202, 0.09755837;0.4059, 0.0967
-0.09306596, -0.10255604;-0.0958, -0.1042
0.40185532, 0.1007778;0.4018, 0.1
0.007961204, 0.002431113;0.007, 0.0045
-0.24786161, 0.24667484;-0.2491, 0.245
-0.094646186, -0.09485521;-0.0966, -0.0967
0.10311789, -0.3030418;0.1034, -0.3032
-0.2980738, -0.295713;-0.297, -0.2969
1.7851386E-4, -0.0044086855;-8.0E-4, -0.0023
0.09918173, -0.2947261;0.0992, -0.2941
-0.0995746, -0.096417464;-0.1016, -0.0976
-0.39889637, 0.39467064;-0.3976, 0.3953
-9.206897E-4, -0.0037317143;-0.0019, -0.0016
-0.3996918, 0.20742227;-0.3999, 0.2059
-0.39716512, 0.20170057;-0.3978, 0.2008
-0.40190548, 0.39935377;-0.4001, 0.3995
-0.30092704, -0.3003926;-0.3006, -0.3011
-9.707766E-4, 0.0032150862;-0.0022, 0.0055
-0.25131676, 0.24753088;-0.2519, 0.2461
0.2030915, 0.30098;0.2032, 0.302
-0.29394078, -0.2940257;-0.294, -0.2953
-0.24987882, 0.2474765;-0.2508, 0.2463
-0.252342, 0.25087923;-0.2529, 0.2491
0.095560625, -0.30277497;0.0955, -0.3024
0.102672495, -0.30002335;0.1031, -0.3
-0.00497836, -7.0486445E-4;-0.006, 0.0011
0.09722135, -0.30695382;0.0978, -0.3067
-0.09822691, -0.100295484;-0.0999, -0.1019
-0.10717764, -0.09711164;-0.1092, -0.099
-0.402201, 0.20047979;-0.4024, 0.199
0.09298143, -0.29237247;0.0932, -0.2919
0.09302448, -0.30227146;0.0931, -0.3016
-0.09779956, -0.098652594;-0.0999, -0.1002
-0.0029700072, 0.0043861857;-0.0044, 0.0072
-0.10439605, -0.09948409;-0.1062, -0.1012
-0.3981057, 0.20242174;-0.3987, 0.2014
0.103339605, -0.3051773;0.1041, -0.3056
0.20183782, -0.20093825;0.2025, -0.2009
-0.0054958332, -0.0027507392;-0.0065, -7.0E-4
-0.4019267, 0.19967575;-0.4022, 0.1983
0.1981851, 0.30373198;0.1984, 0.3048
-0.2981155, -0.3015559;-0.2972, -0.3017
0.19878253, 0.2997214;0.1991, 0.3004
0.39467293, 0.10328431;0.3944, 0.103
0.003850003, -0.0017188829;0.0027, 2.0E-4
-0.39696234, 0.39980665;-0.396, 0.3999
-0.0013639486, 0.003939865;-0.0025, 0.0069
-0.008386348, 0.0043368936;-0.0101, 0.007
0.3972593, 0.1052834;0.3969, 0.1049
-0.25530893, 0.24796274;-0.2559, 0.2467
-0.3997162, 0.40179268;-0.3984, 0.4015
-0.25860915, 0.24932986;-0.2594, 0.2482
0.19775403, 0.3023791;0.198, 0.3032
-0.29974544, -0.29926008;-0.2991, -0.2999
0.4037348, 0.100286245;0.4041, 0.0994
-0.0987593, -0.0952306;-0.1012, -0.0969
-0.25379398, 0.24970038;-0.2544, 0.248
-0.39763385, 0.4048484;-0.3968, 0.4036
-0.3955301, 0.40146992;-0.395, 0.401
-0.4019281, 0.19724518;-0.402, 0.1958
-0.24810678, 0.2472537;-0.2494, 0.2455
0.20416589, 0.30244097;0.2043, 0.3032
-0.40263322, 0.20254712;-0.403, 0.2014
0.19987859, 0.3038808;0.1999, 0.3046
-0.40144712, 0.39944136;-0.3997, 0.3995
-0.3031571, -0.2982445;-0.3031, -0.2988
-0.39613426, 0.40086317;-0.3955, 0.4007
0.40289187, 0.101471856;0.403, 0.1008
-0.25182176, 0.25122446;-0.2523, 0.2495
0.19803701, -0.20311776;0.1984, -0.2032
-0.1006945, -0.1028076;-0.1028, -0.1048
0.40172997, 0.09660198;0.4016, 0.0955
0.2039647, 0.30224457;0.2041, 0.3031
-0.0018485044, -3.3540477E-4;-0.0027, 0.0017
0.19815752, -0.19840738;0.1997, -0.1993
-0.39755142, 0.19319603;-0.3988, 0.1923
0.104559936, -0.30636865;0.1055, -0.3067
-0.39661178, 0.19833218;-0.3978, 0.1973
0.20198722, 0.30010635;0.2022, 0.3009
-0.30296624, -0.29833794;-0.3029, -0.299
0.19522175, 0.2992325;0.196, 0.3
0.40090328, 0.10111763;0.4006, 0.1005
-0.30108625, -0.29701695;-0.3008, -0.2981
-0.2979833, -0.3000539;-0.297, -0.3005
0.09694488, -0.2982497;0.0967, -0.2978
-0.24893619, 0.24388748;-0.2498, 0.2426
-0.30061713, -0.3003385;-0.3002, -0.301
-0.400435, 0.20025231;-0.4009, 0.1991
-0.09995317, -0.104703136;-0.1022, -0.1069
-0.4021391, 0.19404213;-0.4023, 0.1932
0.40831038, 0.10006053;0.4073, 0.1
-3.1453182E-4, 0.004703437;-0.0017, 0.0077
-0.39628735, 0.1981744;-0.3974, 0.197
0.20794971, 0.30064195;0.2086, 0.3017
-0.2505848, 0.24983498;-0.2513, 0.2483
-0.10634071, -0.10426751;-0.1085, -0.1064
-0.099829584, -0.103265435;-0.1018, -0.1052
0.39894074, 0.10215737;0.3983, 0.1015
0.20309836, -0.19744863;0.2037, -0.198
-0.002878987, 0.0043248413;-0.0044, 0.0072
-0.2562822, 0.25628152;-0.2582, 0.2568
0.10649679, -0.30174425;0.1075, -0.302
0.20299765, 0.3020741;0.2031, 0.3029
-0.404283, 0.20002148;-0.4045, 0.1991
-0.3012574, -0.30116868;-0.3009, -0.3015
0.39742234, 0.09780813;0.3972, 0.0971
0.099278726, -0.29875872;0.0993, -0.2984
0.40286845, 0.09696527;0.403, 0.0961
-0.29876125, -0.29506;-0.2982, -0.2956
0.1013597, -0.3005611;0.1017, -0.3005
0.09615329, -0.29747707;0.096, -0.2971
0.20834558, -0.20195094;0.2076, -0.2019
-0.099885836, -0.10107089;-0.1021, -0.1029
-0.29693517, -0.29973933;-0.2961, -0.3004
-0.40425795, 0.4048544;-0.4022, 0.4037
0.10652565, -0.2961408;0.1077, -0.2954
0.0043461123, -0.001811224;0.0032, -1.0E-4
-0.09348261, -0.096623965;-0.0958, -0.0982
-0.40431038, 0.20356345;-0.4047, 0.2025
0.19252275, -0.1981293;0.1941, -0.1991
-0.24666987, 0.2518023;-0.2486, 0.2503
-0.4011445, 0.19927405;-0.4016, 0.1979
0.19898275, -0.1967058;0.2, -0.1977
0.20130631, -0.19718939;0.2023, -0.198
0.2004684, 0.30501634;0.2005, 0.3058
0.19599159, -0.20684625;0.1968, -0.207
-0.40331328, 0.19707179;-0.4032, 0.1959
-0.3987811, 0.19875148;-0.3994, 0.1972
-0.40266865, 0.19722071;-0.4023, 0.1958
0.39778498, 0.10582133;0.3974, 0.1058
-0.004583671, -0.0018435688;-0.0054, 1.0E-4
0.40319407, 0.10413926;0.4031, 0.1041
0.19869657, -0.19845638;0.2, -0.1991
0.002513639, -0.004717371;0.0015, -0.0028
-0.30146125, -0.30179435;-0.301, -0.3018
-0.094006754, -0.10195668;-0.0963, -0.1036
0.19594687, 0.2969965;0.1966, 0.2982
-0.400625, 0.4015205;-0.3993, 0.4013
-0.30085754, -0.29690513;-0.3003, -0.298
-0.29794133, -0.30003127;-0.297, -0.3005
-0.3986635, 0.39538565;-0.3973, 0.3958
0.0960928, -0.2940079;0.0963, -0.2934
-0.24545875, 0.25572452;-0.2474, 0.2546
0.10082461, -0.3010029;0.1009, -0.3011
-0.40056628, 0.3978964;-0.3989, 0.3982
-0.39916405, 0.40454632;-0.3978, 0.4032
0.20192967, 0.2973593;0.202, 0.2986
-0.25254133, 0.24709697;-0.2531, 0.2456
0.09673003, -0.30102465;0.0963, -0.301
8.4945327E-4, 0.0028438708;-4.0E-4, 0.0049
0.10224212, -0.30483136;0.1027, -0.3053
-0.0018353885, 0.0012189695;-0.0026, 0.0033
0.0019157021, 8.7612466E-4;8.0E-4, 0.0029
-0.39599535, 0.19936006;-0.397, 0.1984
0.39946833, 0.09746588;0.3992, 0.0967
0.10347272, -0.30181706;0.1038, -0.3021
0.101294, -0.29224235;0.1017, -0.2917
-0.29551592, -0.29999822;-0.295, -0.3005
-0.24677762, 0.24956945;-0.2485, 0.2477
-0.40176192, 0.39930245;-0.3998, 0.3994
-0.30132356, -0.3045919;-0.3014, -0.3048
0.1006058, -0.30158642;0.1007, -0.3018
-0.25103608, 0.25160542;-0.2516, 0.2499
0.39727837, 0.10295356;0.3969, 0.1027
-0.29783767, -0.29997465;-0.2969, -0.3005
0.20127836, -0.20405082;0.2017, -0.2038
9.290893E-4, -0.0019892694;0.0, -2.0E-4
-0.3009011, -0.29916438;-0.3004, -0.2999
0.4051801, 0.09587439;0.4048, 0.0952
0.19335125, 0.29432172;0.1942, 0.2953
0.3997097, 0.106636345;0.3994, 0.1064
0.20341794, -0.20517439;0.2039, -0.205
0.3986693, 0.09932882;0.3983, 0.0986
-0.40231866, 0.19976754;-0.4026, 0.1983
-0.25229737, 0.25066212;-0.2529, 0.249
-0.40572602, 0.19718575;-0.4054, 0.1963
0.40550223, 0.0978094;0.4051, 0.0972
-0.0026344766, 1.7127991E-4;-0.0034, 0.0022
-0.30253962, -0.2951496;-0.3029, -0.2961
0.19921641, 0.2965569;0.1992, 0.2979
0.09667301, -0.29739246;0.0965, -0.2967
0.20099308, -0.19744861;0.2021, -0.1982
-0.4025172, 0.19685248;-0.4023, 0.1955
-4.8580175E-4, -0.005938209;-0.0012, -0.0036
-0.29531032, -0.29621056;-0.295, -0.2977
0.09667684, -0.30035803;0.0962, -0.3005
-0.39729065, 0.20762071;-0.398, 0.2058
-0.40000537, 0.39549428;-0.3988, 0.3961
-0.25520992, 0.2539464;-0.2567, 0.2533
-0.2989641, -0.2959735;-0.2981, -0.297
0.20249619, -0.19760047;0.2031, -0.1983
0.1953558, 0.30561277;0.1953, 0.3067
-0.2474895, 0.25214702;-0.2491, 0.2508
-0.40075094, 0.4030266;-0.3992, 0.4023
0.20238964, 0.300597;0.2027, 0.3016
0.20582072, 0.29974937;0.2064, 0.301
0.3992694, 0.096057706;0.3993, 0.0954
-0.39500108, 0.19974512;-0.3958, 0.1988
-0.29512507, -0.30069825;-0.2946, -0.3009
-0.002375147, -0.0038874673;-0.0033, -0.0017
-0.003802502, -0.003164244;-0.0047, -0.0012
-0.25202182, 0.24559227;-0.2525, 0.2439
-0.39941317, 0.19939148;-0.3998, 0.1981
-0.404477, 0.20720547;-0.4047, 0.2055
0.39823687, 0.10820761;0.3978, 0.1082
-0.2996524, -0.30126107;-0.2993, -0.3016
-0.40127373, 0.19865713;-0.4018, 0.1971
-0.40773344, 0.40252757;-0.4051, 0.4022
-0.39932233, 0.39662686;-0.3982, 0.3972
0.1983673, 0.29664427;0.1987, 0.298
-0.09479107, -0.107517;-0.0967, -0.1096
0.2031575, 0.30398858;0.2032, 0.3048
-0.25673458, 0.25168306;-0.2577, 0.2512
-0.40330476, 0.20196943;-0.4037, 0.2008
0.19466703, -0.19727206;0.1963, -0.198
0.20454243, 0.3002457;0.2043, 0.3014
0.39834863, 0.099891916;0.398, 0.0993
-0.2562925, 0.24868074;-0.2567, 0.2472
0.19075209, -0.19708844;0.193, -0.1982
0.1945371, -0.20597482;0.1958, -0.2061
0.19530982, -0.1984628;0.1968, -0.1992
0.19933805, -0.20047173;0.2002, -0.2008
0.4028802, 0.10430358;0.4025, 0.1041
-0.30437806, -0.29811355;-0.3046, -0.299
-0.4005114, 0.40017918;-0.399, 0.4001
-0.2500851, 0.25130498;-0.251, 0.2497
0.09646623, -0.29450858;0.0964, -0.2935
-0.10113785, -0.10946149;-0.103, -0.1118
0.19979216, -0.20621562;0.1998, -0.2064
-0.29822272, -0.3007876;-0.2973, -0.3011
-0.39942026, 0.20223498;-0.3998, 0.2013
0.1972382, -0.20127906;0.1984, -0.2018
-4.7956075E-4, -0.0038007526;-0.0015, -0.0017
0.20083001, 0.30171496;0.2008, 0.3028
-0.3016117, -0.2984835;-0.3012, -0.2994
-0.10067128, -0.10439202;-0.1029, -0.1065
-0.4034306, 0.39900485;-0.4011, 0.3992
-0.3935442, 0.19930936;-0.3942, 0.1983
-0.100614235, -0.099844866;-0.1027, -0.1012
-0.24533089, 0.25243038;-0.2468, 0.2506
-0.09949733, -0.099762216;-0.1015, -0.1013
0.40184554, 0.10725681;0.4017, 0.1069
-0.10280387, -0.09835659;-0.1049, -0.1002
-0.25224242, 0.25079414;-0.2528, 0.249
-0.10596199, -0.10269891;-0.108, -0.1045
0.20118703, -0.19900237;0.202, -0.1994
0.20626655, 0.29656905;0.206, 0.2979
0.20172927, 0.2916565;0.2019, 0.2933
0.19986849, -0.19863725;0.2005, -0.1992
0.39777035, 0.1034788;0.3973, 0.103
0.006747423, 0.0036161782;0.0056, 0.006
-0.24790666, 0.24546288;-0.2491, 0.2437
-0.10278353, -0.09455714;-0.1044, -0.096
-0.30242062, -0.29931313;-0.3021, -0.2999
-0.25201797, 0.2553772;-0.2532, 0.2547
-0.39767477, 0.20107222;-0.3984, 0.2001
-0.3992744, 0.40119427;-0.3979, 0.4008
4.8515355E-4, -0.0019699486;-6.0E-4, -4.0E-4
-0.4041901, 0.40317652;-0.4017, 0.4024
0.20306247, -0.20024562;0.2036, -0.2002
-0.39637402, 0.39914468;-0.3957, 0.3993
-0.40219682, 0.1970919;-0.4021, 0.1957
-0.24777377, 0.25196508;-0.2494, 0.2506
-0.3009108, -0.30671856;-0.3014, -0.307
-0.30565724, -0.29829317;-0.3061, -0.2991
0.39800426, 0.102075614;0.3977, 0.1017
0.099785075, -0.29769748;0.0998, -0.2971
-0.39627844, 0.40015236;-0.3956, 0.4002
-0.24957691, 0.2520431;-0.2506, 0.2502
0.40521854, 0.102485225;0.4053, 0.1018
-0.0033378974, -0.0010271975;-0.0041, 9.0E-4
-0.4003353, 0.39351162;-0.399, 0.3939
0.40028936, 0.09703601;0.4001, 0.096
-0.0010834321, 1.2824473E-4;-0.0022, 0.0021
0.39716065, 0.10218572;0.3968, 0.1019
-0.09864183, -0.10284767;-0.1005, -0.105
0.09960438, -0.29978853;0.0998, -0.2996
-0.24844114, 0.25077385;-0.2496, 0.249
-0.25380373, 0.24704224;-0.254, 0.2455
-0.0010027043, -0.0033540274;-0.0019, -0.0012
-0.25082988, 0.24344379;-0.2516, 0.242
-0.40436426, 0.20056695;-0.4046, 0.1994
-0.40184042, 0.19441988;-0.4018, 0.1936
0.19942126, 0.3008588;0.1994, 0.3016
0.39480796, 0.09755642;0.3942, 0.0968
0.20326819, 0.29846764;0.2032, 0.2996
-0.25414982, 0.2525045;-0.2553, 0.2517
0.39805785, 0.101974055;0.3979, 0.1014
-0.40063834, 0.20064485;-0.401, 0.1994
-0.39835107, 0.20077413;-0.3991, 0.1996
0.40164033, 0.09915141;0.4017, 0.0984
0.19677262, -0.20009987;0.1982, -0.2008
0.0026510393, 0.0043645296;0.002, 0.0072
-0.24664564, 0.24685194;-0.2478, 0.2454
-0.30327794, -0.29974195;-0.3032, -0.3005
-0.39747307, 0.40175852;-0.3966, 0.4014
-0.24974194, 0.25233802;-0.2507, 0.2506
-0.40143317, 0.3990961;-0.3997, 0.3993
0.39604995, 0.101498745;0.3958, 0.1012
-0.24909373, 0.24812752;-0.2504, 0.2466
-0.25480118, 0.2527701;-0.2563, 0.2522
0.20515282, -0.2021554;0.2054, -0.2016
-0.39688286, 0.3998803;-0.396, 0.3999
0.39642996, 0.09954966;0.3964, 0.0991
-0.29936975, -0.30561334;-0.2991, -0.3053
-0.39797089, 0.40728658;-0.397, 0.405
-0.299947, -0.30186996;-0.2995, -0.302
-0.09963711, -0.09854358;-0.1015, -0.1002
-0.09766087, -0.10220224;-0.0995, -0.1042
0.19586517, -0.20150739;0.1971, -0.2025
-0.24523126, 0.2520911;-0.2467, 0.2503
0.20340772, 0.29802683;0.2034, 0.299
-0.40321758, 0.2005526;-0.4038, 0.1993
-0.10173867, -0.102214694;-0.1038, -0.1041
-0.001296518, 0.0014691522;-0.0023, 0.0035
0.39337978, 0.10102859;0.3932, 0.1007
-0.401727, 0.19668627;-0.4018, 0.1954
-0.39666915, 0.4007465;-0.3957, 0.4007
-0.30262437, -0.29384506;-0.3027, -0.2945
-0.30021733, -0.3029161;-0.2998, -0.303
-0.40284827, 0.20144196;-0.4034, 0.2003
0.09259631, -0.2997656;0.0923, -0.2999
0.09870279, -0.30488586;0.0994, -0.305
-0.29835066, -0.2936241;-0.2976, -0.2941
0.19769195, -0.1985738;0.1992, -0.1994
-0.10351339, -0.09800325;-0.1056, -0.0996
-0.25426856, 0.25042102;-0.2549, 0.2489
-0.24524432, 0.24844946;-0.247, 0.2464
0.39688194, 0.10399516;0.3966, 0.1036
-0.40418574, 0.40175;-0.4017, 0.4013
-0.10118531, -0.09747181;-0.1032, -0.0991
0.0052173305, -0.001544415;0.0042, 4.0E-4
-0.102702774, -0.095632434;-0.1044, -0.097
-0.3975931, 0.39978328;-0.3965, 0.3998
0.19588532, 0.2948726;0.1965, 0.2962
-0.39684576, 0.40117377;-0.396, 0.401
0.10013371, -0.2971617;0.1004, -0.2965
-0.2461942, 0.25016314;-0.2478, 0.2485
0.005475043, 0.0014684016;0.0044, 0.0037
4.4647037E-4, -0.0015783408;-6.0E-4, 0.0
-0.398852, 0.20954621;-0.3993, 0.208
-0.29550123, -0.30166608;-0.2949, -0.3018
-0.3952735, 0.40121013;-0.3948, 0.4009
-0.4001479, 0.19702399;-0.4009, 0.1956
0.09506401, -0.30159038;0.0948, -0.3014
-0.40288115, 0.20666115;-0.4035, 0.2052
0.20462057, 0.30209026;0.2048, 0.3029
-0.094294235, -0.09812322;-0.0965, -0.0999
0.4019492, 0.10095556;0.402, 0.1004
-0.40068737, 0.1984422;-0.4015, 0.1969
0.095035665, -0.30034828;0.0948, -0.3005
-0.4049628, 0.3921195;-0.4024, 0.3929
0.2032735, 0.299472;0.2035, 0.3001
-0.29473397, -0.29880515;-0.2941, -0.2996
0.10098489, -0.29467198;0.1014, -0.2941
-0.1000315, -0.094753206;-0.1023, -0.0964
-0.29907876, -0.30375022;-0.2984, -0.3039
0.20019647, -0.20329466;0.2009, -0.2033
0.100346476, -0.29969287;0.1006, -0.2993
-0.4003232, 0.39492816;-0.399, 0.3956
0.095192246, -0.2999486;0.0949, -0.3001
0.19861975, -0.20181432;0.1993, -0.2018
0.19880399, 0.29972076;0.1991, 0.3004
-0.3976912, 0.3909841;-0.3964, 0.3912
0.006905956, -0.0017897878;0.0062, 4.0E-4
0.20173109, -0.20166758;0.2023, -0.2014
-0.39912164, 0.4032906;-0.3979, 0.4026
-0.29605314, -0.29237497;-0.2957, -0.2931
-0.3039271, -0.29623285;-0.3038, -0.297
-0.25018147, 0.25647068;-0.2516, 0.2556
-0.09860295, -0.09869301;-0.1004, -0.1003
-0.30107674, -0.30107456;-0.3009, -0.3015
-0.24782139, 0.25229225;-0.2493, 0.2509
-0.298627, -0.30099934;-0.2977, -0.3014
-0.24752583, 0.2536716;-0.2492, 0.2519
0.20058496, 0.2958372;0.2005, 0.2972
-0.40417832, 0.1931439;-0.4035, 0.1926
0.1963175, -0.20318468;0.1972, -0.2036
0.39891788, 0.096135914;0.399, 0.0953
0.2038862, 0.29691753;0.2039, 0.2978
0.097201444, -0.30335826;0.0968, -0.3029
6.3139416E-4, -0.0012991775;-3.0E-4, 4.0E-4
0.39885706, 0.10990053;0.3985, 0.1099
-0.4020086, 0.40192804;-0.3999, 0.4014
0.20084314, 0.29727882;0.2008, 0.2985
0.40105292, 0.10266921;0.4009, 0.1025
-0.3992402, 0.40426978;-0.3979, 0.403
-0.2947281, -0.29840618;-0.2941, -0.2992
0.19539523, -0.20391664;0.1965, -0.204
0.20207296, 0.29952067;0.2024, 0.3002
0.20058173, 0.29898435;0.2003, 0.2998
-0.40111947, 0.40439507;-0.3996, 0.4029
0.2021521, 0.29645225;0.2022, 0.2976
0.19625849, -0.20596437;0.197, -0.2061
0.20267129, -0.20238262;0.2032, -0.2021
-0.39679226, 0.3993671;-0.3959, 0.3995
0.0012711352, 0.0012663045;0.0, 0.0032
-0.39839154, 0.19315901;-0.3995, 0.1924
0.39725497, 0.10385051;0.3968, 0.1035
-0.40053156, 0.1974798;-0.4011, 0.1958
-0.4047736, 0.40950954;-0.4034, 0.4076
-0.4061397, 0.1973654;-0.4059, 0.1964
-0.39593333, 0.19949022;-0.3968, 0.1987
0.40277404, 0.09381145;0.4027, 0.0929
-0.10528747, -0.097003855;-0.1071, -0.0987
0.09802139, -0.30081543;0.0979, -0.301
0.09851367, -0.3019141;0.0986, -0.3018
-0.40570065, 0.19977787;-0.4057, 0.199
0.10113592, -0.29819602;0.1011, -0.2979
0.40086424, 0.097987756;0.4008, 0.0968
-0.09833481, -0.10073907;-0.0999, -0.1024
0.1964253, 0.30338436;0.1966, 0.3044
0.103884816, -0.30170956;0.1043, -0.3021
0.09862019, -0.3026201;0.0988, -0.3023
0.20359002, 0.29163718;0.2038, 0.293
-0.4000881, 0.20678458;-0.4004, 0.2051
-0.39754394, 0.39869627;-0.3966, 0.3991
-0.25209776, 0.24688578;-0.2526, 0.2455
-0.24894561, 0.25192037;-0.2502, 0.2501
-0.2990491, -0.29485825;-0.2984, -0.2955
0.20108539, -0.20550126;0.2011, -0.2054
-0.40123695, 0.39576337;-0.3994, 0.3961
0.10059043, -0.3030162;0.1012, -0.3033
0.008672803, 0.0028903016;0.0075, 0.0049
-3.938189E-4, -0.0034913556;-0.0015, -0.0015
-0.40235215, 0.20287433;-0.4024, 0.2018
-0.094612636, -0.100093745;-0.0967, -0.1017
0.19422886, -0.1952853;0.1959, -0.1958
-0.40088025, 0.20506006;-0.4012, 0.2035
-0.24896508, 0.25550878;-0.2505, 0.2545
0.3984672, 0.09327435;0.3984, 0.0925
-0.39930522, 0.19874871;-0.4, 0.1972
-0.29651543, -0.29978457;-0.2957, -0.3004
0.10013662, -0.30079198;0.1003, -0.3011
-0.10297048, -0.09449804;-0.1046, -0.096
0.19559757, -0.1999364;0.1973, -0.2008
-0.30020797, -0.2981031;-0.2995, -0.2991
0.20250916, 0.29918987;0.2027, 0.3
-0.25194094, 0.24756584;-0.2524, 0.2461
0.1926714, 0.29598674;0.1938, 0.2969
-0.09878929, -0.09724861;-0.101, -0.0987
-0.097457945, -0.09843217;-0.0994, -0.1001
0.0019412714, -8.2182593E-4;7.0E-4, 0.001
-0.39575934, 0.39983022;-0.395, 0.3999
0.095563225, -0.30313486;0.0955, -0.3026
-0.10381706, -0.104272515;-0.1059, -0.1065
-0.40519226, 0.19890262;-0.4051, 0.1981
-0.39817494, 0.39764255;-0.3974, 0.3977
-0.09496626, -0.10134048;-0.0968, -0.103
-0.24609877, 0.25651973;-0.2481, 0.2552
0.1987921, -0.19897072;0.1999, -0.1994
-0.2502831, 0.2509266;-0.251, 0.2493
-0.30627212, -0.29653886;-0.3067, -0.2975
0.004802802, 0.0050628195;0.0037, 0.0078
0.19708204, 0.30505148;0.197, 0.3058
-0.2973636, -0.302674;-0.2965, -0.3028
-0.24691504, 0.24537122;-0.2484, 0.2436
0.20037349, 0.30453694;0.2004, 0.3052
0.20522472, 0.30358386;0.2056, 0.3044
-4.3682408E-4, 0.0051150587;-0.0016, 0.0082
-0.40760493, 0.20110507;-0.4078, 0.2001
-0.39941385, 0.20340304;-0.3999, 0.2023
0.19711459, -0.19555467;0.1986, -0.1964
0.19986118, -0.19909455;0.2006, -0.1995
0.099546894, -0.2958825;0.0998, -0.2951
-0.30034837, -0.2977338;-0.2997, -0.2987
0.0012212949, -0.0014678015;3.0E-4, 3.0E-4
-0.25452602, 0.24493521;-0.2552, 0.2431
0.00183209, -0.0036869715;8.0E-4, -0.0017
0.19960791, -0.19830433;0.2004, -0.1991
-0.103876606, -0.09667795;-0.1058, -0.0983
0.098764524, -0.301279;0.0988, -0.3013
-0.29439908, -0.29812497;-0.2941, -0.2992
0.20190126, -0.19653252;0.2027, -0.1974
0.19421946, 0.3006375;0.1949, 0.3021
0.19214922, 0.30015486;0.1928, 0.3017
-0.3989306, 0.39791635;-0.398, 0.3978
0.19418658, -0.19701253;0.1958, -0.1979
-0.24839504, 0.24915963;-0.2496, 0.2477
-0.30344033, -0.30371875;-0.3039, -0.3041
0.3957791, 0.10276585;0.3954, 0.1026
0.39636004, 0.098326534;0.3961, 0.0977
9.436823E-4, 0.0012460944;-3.0E-4, 0.0032
0.39637044, 0.09735748;0.3963, 0.0966
0.1940383, -0.20460981;0.1956, -0.2048
-0.24783878, 0.24310349;-0.2486, 0.2413
-0.25151083, 0.2512175;-0.252, 0.2495
0.20191322, -0.19477378;0.2029, -0.1953
-0.4014738, 0.19683279;-0.4017, 0.1955
-0.2508914, 0.25503907;-0.2519, 0.2542
-0.09428584, -0.09632758;-0.0965, -0.0979
-0.3966519, 0.3948986;-0.3958, 0.3953
0.10174577, -0.30427468;0.102, -0.3045
0.09785465, -0.2967335;0.0976, -0.2961
0.09948666, -0.29722583;0.0995, -0.2966
0.10511981, -0.29601887;0.1056, -0.2949
0.1991954, -0.19646122;0.2003, -0.1973
-0.25006634, 0.24916254;-0.2509, 0.2474
-7.551519E-4, 0.0014254736;-0.0018, 0.0035
-0.39847958, 0.19851156;-0.3994, 0.1972
0.002418743, 0.0054495186;0.0013, 0.0086
-0.10047287, -0.09601992;-0.1023, -0.0972
-0.3030424, -0.30022547;-0.3029, -0.301
-0.101585664, -0.09851419;-0.1037, -0.1003
-0.3923001, 0.19947371;-0.3931, 0.1987
-0.097655654, -0.10110742;-0.0994, -0.1027
-0.39867556, 0.39256;-0.3975, 0.3931
-0.09943143, -0.09800081;-0.1014, -0.0996
0.19713339, -0.19772224;0.1987, -0.1984
0.100992225, -0.30216813;0.1013, -0.3025
-0.39504212, 0.3973532;-0.3936, 0.3977
-0.0046192617, 0.004309812;-0.006, 0.0072
-0.39870656, 0.3972477;-0.3977, 0.3974
0.0020670984, -0.0033205946;8.0E-4, -0.0015
0.100102834, -0.29536763;0.1005, -0.2946
-0.24189933, 0.2447647;-0.2427, 0.2425
0.09972086, -0.29197922;0.0996, -0.2913
-0.09962285, -0.097396664;-0.1015, -0.0987
0.20073488, -0.19807199;0.2016, -0.1986
-0.25095585, 0.24582157;-0.2515, 0.2441
0.2039061, 0.30339712;0.204, 0.3042
-0.09769716, -0.09757114;-0.0998, -0.0992
-0.39803767, 0.20249107;-0.3986, 0.2014
0.0015916633, -0.0034841057;7.0E-4, -0.0016
-0.29832938, -0.30097926;-0.2974, -0.3013
-0.29815975, -0.29632342;-0.2972, -0.2972
-0.30609193, -0.2978047;-0.3065, -0.2985
-0.24965926, 0.2509937;-0.2506, 0.2494
-0.40318254, 0.19746923;-0.4031, 0.1964
-0.097407185, -0.10368767;-0.0995, -0.1055
0.20300642, -0.19878629;0.2036, -0.1991
0.39840928, 0.09566005;0.3984, 0.0952
-0.1032026, -0.09807822;-0.1053, -0.0998
0.19834317, -0.19901279;0.1996, -0.1995
1.0629664E-5, 0.0012964471;-0.001, 0.0032
-0.39924145, 0.19564115;-0.4003, 0.1944
-0.24638619, 0.24907121;-0.2481, 0.2472
0.093994536, -0.30358726;0.0939, -0.3031
0.4010642, 0.096908554;0.401, 0.0959
